"house" "east" "south" "exptDay" "obsmosq" "combo" "notmissing"
24 0.00733440684853122 0.00022360379807651 4 26 0 1
25 0.00146155931288376 0.0112514886306599 4 33 0 1
26 0.0418314361828379 0.0360919722588733 4 26 0 1
27 0.000804002047516406 0.0190746497712098 4 34 0 1
28 0.00518784776795655 0.0447375933174044 4 31 0 1
29 0.0144457500544377 0.00365034003043547 4 39 0 1
30 0.0169079821091145 0.0466376061900519 4 35 0 1
1 0.0180515794199891 0.0207028857897967 5 35 0 1
2 0.0264875606168062 0.0452752579934895 5 24 0 1
3 0.0211302131181583 0.0133699430967681 5 32 0 1
4 0.0471414358820766 0.0246531637501903 5 36 0 1
5 0.0212864422122948 0.0428888065041974 5 50 0 1
6 0.0278935593320057 0.0161480703391135 5 29 0 1
7 0.0370692563708872 0.00931552062975243 5 34 0 1
8 0.0189374983892776 0.00522016264731064 5 28 0 1
9 0.00616296123480424 0.0177609952515922 5 36 0 1
10 0.0366360850632191 0.0470406981534325 5 35 0 1
11 0.0498081122641452 0.0497988953604363 5 34 0 1
12 0.0428681681398302 0.0471872304100543 5 31 0 1
13 0.0462336069671437 0.00406348154647276 5 34 0 1
14 0.0342262177960947 0.00349544879281893 5 35 0 1
15 0.0373894681222737 0.0476662332424894 5 32 0 1
16 0.011006849759724 0.0455449752160348 5 36 0 1
17 0.00169371532974765 0.0198430469376035 5 36 0 1
18 0.0175706356880255 0.0105168378562666 5 30 0 1
19 0.0265711950720288 0.0477716268971562 5 25 0 1
20 0.0214464313001372 0.0059696980053559 5 25 0 1
21 0.00150219927309081 0.0352754831663333 5 31 0 1
22 0.0291399559006095 0.0202075911103748 5 42 0 1
23 0.0364176910719834 0.0290812170947902 5 31 0 1
24 0.00733440684853122 0.00022360379807651 5 29 0 1
25 0.00146155931288376 0.0112514886306599 5 39 0 1
26 0.0418314361828379 0.0360919722588733 5 41 0 1
27 0.000804002047516406 0.0190746497712098 5 32 0 1
28 0.00518784776795655 0.0447375933174044 5 29 0 1
29 0.0144457500544377 0.00365034003043547 5 32 0 1
30 0.0169079821091145 0.0466376061900519 5 37 0 1
1 0.0180515794199891 0.0207028857897967 6 27 0 1
2 0.0264875606168062 0.0452752579934895 6 34 0 1
3 0.0211302131181583 0.0133699430967681 6 40 0 1
4 0.0471414358820766 0.0246531637501903 6 39 0 1
5 0.0212864422122948 0.0428888065041974 6 41 0 1
6 0.0278935593320057 0.0161480703391135 6 39 0 1
7 0.0370692563708872 0.00931552062975243 6 30 0 1
8 0.0189374983892776 0.00522016264731064 6 33 0 1
9 0.00616296123480424 0.0177609952515922 6 33 0 1
10 0.0366360850632191 0.0470406981534325 6 22 0 1
11 0.0498081122641452 0.0497988953604363 6 37 0 1
12 0.0428681681398302 0.0471872304100543 6 30 0 1
13 0.0462336069671437 0.00406348154647276 6 22 0 1
14 0.0342262177960947 0.00349544879281893 6 51 0 1
15 0.0373894681222737 0.0476662332424894 6 33 0 1
16 0.011006849759724 0.0455449752160348 6 46 0 1
17 0.00169371532974765 0.0198430469376035 6 21 0 1
18 0.0175706356880255 0.0105168378562666 6 37 0 1
19 0.0265711950720288 0.0477716268971562 6 35 0 1
20 0.0214464313001372 0.0059696980053559 6 33 0 1
21 0.00150219927309081 0.0352754831663333 6 24 0 1
22 0.0291399559006095 0.0202075911103748 6 33 0 1
23 0.0364176910719834 0.0290812170947902 6 26 0 1
24 0.00733440684853122 0.00022360379807651 6 26 0 1
25 0.00146155931288376 0.0112514886306599 6 41 0 1
26 0.0418314361828379 0.0360919722588733 6 28 0 1
27 0.000804002047516406 0.0190746497712098 6 29 0 1
28 0.00518784776795655 0.0447375933174044 6 45 0 1
29 0.0144457500544377 0.00365034003043547 6 28 0 1
30 0.0169079821091145 0.0466376061900519 6 37 0 1
1 0.0180515794199891 0.0207028857897967 7 39 0 1
2 0.0264875606168062 0.0452752579934895 7 25 0 1
3 0.0211302131181583 0.0133699430967681 7 30 0 1
4 0.0471414358820766 0.0246531637501903 7 36 0 1
5 0.0212864422122948 0.0428888065041974 7 46 0 1
6 0.0278935593320057 0.0161480703391135 7 30 0 1
7 0.0370692563708872 0.00931552062975243 7 27 0 1
8 0.0189374983892776 0.00522016264731064 7 30 0 1
9 0.00616296123480424 0.0177609952515922 7 37 0 1
10 0.0366360850632191 0.0470406981534325 7 35 0 1
11 0.0498081122641452 0.0497988953604363 7 32 0 1
12 0.0428681681398302 0.0471872304100543 7 27 0 1
13 0.0462336069671437 0.00406348154647276 7 31 0 1
14 0.0342262177960947 0.00349544879281893 7 34 0 1
15 0.0373894681222737 0.0476662332424894 7 37 0 1
16 0.011006849759724 0.0455449752160348 7 33 0 1
17 0.00169371532974765 0.0198430469376035 7 34 0 1
18 0.0175706356880255 0.0105168378562666 7 28 0 1
19 0.0265711950720288 0.0477716268971562 7 35 0 1
20 0.0214464313001372 0.0059696980053559 7 42 0 1
21 0.00150219927309081 0.0352754831663333 7 31 0 1
22 0.0291399559006095 0.0202075911103748 7 37 0 1
23 0.0364176910719834 0.0290812170947902 7 30 0 1
24 0.00733440684853122 0.00022360379807651 7 28 0 1
25 0.00146155931288376 0.0112514886306599 7 33 0 1
26 0.0418314361828379 0.0360919722588733 7 27 0 1
27 0.000804002047516406 0.0190746497712098 7 44 0 1
28 0.00518784776795655 0.0447375933174044 7 29 0 1
29 0.0144457500544377 0.00365034003043547 7 36 0 1
30 0.0169079821091145 0.0466376061900519 7 37 0 1
1 0.0180515794199891 0.0207028857897967 8 35 0 1
2 0.0264875606168062 0.0452752579934895 8 24 0 1
3 0.0211302131181583 0.0133699430967681 8 31 0 1
4 0.0471414358820766 0.0246531637501903 8 42 0 1
5 0.0212864422122948 0.0428888065041974 8 34 0 1
6 0.0278935593320057 0.0161480703391135 8 37 0 1
7 0.0370692563708872 0.00931552062975243 8 25 0 1
8 0.0189374983892776 0.00522016264731064 8 36 0 1
9 0.00616296123480424 0.0177609952515922 8 39 0 1
10 0.0366360850632191 0.0470406981534325 8 33 0 1
11 0.0498081122641452 0.0497988953604363 8 37 0 1
12 0.0428681681398302 0.0471872304100543 8 36 0 1
13 0.0462336069671437 0.00406348154647276 8 26 0 1
14 0.0342262177960947 0.00349544879281893 8 34 0 1
15 0.0373894681222737 0.0476662332424894 8 38 0 1
16 0.011006849759724 0.0455449752160348 8 28 0 1
17 0.00169371532974765 0.0198430469376035 8 32 0 1
18 0.0175706356880255 0.0105168378562666 8 38 0 1
19 0.0265711950720288 0.0477716268971562 8 30 0 1
20 0.0214464313001372 0.0059696980053559 8 30 0 1
21 0.00150219927309081 0.0352754831663333 8 30 0 1
22 0.0291399559006095 0.0202075911103748 8 47 0 1
23 0.0364176910719834 0.0290812170947902 8 31 0 1
24 0.00733440684853122 0.00022360379807651 8 32 0 1
25 0.00146155931288376 0.0112514886306599 8 46 0 1
26 0.0418314361828379 0.0360919722588733 8 27 0 1
27 0.000804002047516406 0.0190746497712098 8 34 0 1
28 0.00518784776795655 0.0447375933174044 8 27 0 1
29 0.0144457500544377 0.00365034003043547 8 26 0 1
30 0.0169079821091145 0.0466376061900519 8 35 0 1
1 0.0180515794199891 0.0207028857897967 9 31 0 1
2 0.0264875606168062 0.0452752579934895 9 28 0 1
3 0.0211302131181583 0.0133699430967681 9 31 0 1
4 0.0471414358820766 0.0246531637501903 9 31 0 1
5 0.0212864422122948 0.0428888065041974 9 34 0 1
6 0.0278935593320057 0.0161480703391135 9 41 0 1
7 0.0370692563708872 0.00931552062975243 9 27 0 1
8 0.0189374983892776 0.00522016264731064 9 44 0 1
9 0.00616296123480424 0.0177609952515922 9 43 0 1
10 0.0366360850632191 0.0470406981534325 9 28 0 1
11 0.0498081122641452 0.0497988953604363 9 30 0 1
12 0.0428681681398302 0.0471872304100543 9 31 0 1
13 0.0462336069671437 0.00406348154647276 9 31 0 1
14 0.0342262177960947 0.00349544879281893 9 33 0 1
15 0.0373894681222737 0.0476662332424894 9 24 0 1
16 0.011006849759724 0.0455449752160348 9 30 0 1
17 0.00169371532974765 0.0198430469376035 9 26 0 1
18 0.0175706356880255 0.0105168378562666 9 25 0 1
19 0.0265711950720288 0.0477716268971562 9 46 0 1
20 0.0214464313001372 0.0059696980053559 9 28 0 1
21 0.00150219927309081 0.0352754831663333 9 37 0 1
22 0.0291399559006095 0.0202075911103748 9 31 0 1
23 0.0364176910719834 0.0290812170947902 9 37 0 1
24 0.00733440684853122 0.00022360379807651 9 40 0 1
25 0.00146155931288376 0.0112514886306599 9 44 0 1
26 0.0418314361828379 0.0360919722588733 9 34 0 1
27 0.000804002047516406 0.0190746497712098 9 31 0 1
28 0.00518784776795655 0.0447375933174044 9 25 0 1
29 0.0144457500544377 0.00365034003043547 9 40 0 1
30 0.0169079821091145 0.0466376061900519 9 39 0 1
1 0.0180515794199891 0.0207028857897967 10 37 0 1
2 0.0264875606168062 0.0452752579934895 10 36 0 1
3 0.0211302131181583 0.0133699430967681 10 39 0 1
4 0.0471414358820766 0.0246531637501903 10 40 0 1
5 0.0212864422122948 0.0428888065041974 10 27 0 1
6 0.0278935593320057 0.0161480703391135 10 29 0 1
7 0.0370692563708872 0.00931552062975243 10 34 0 1
8 0.0189374983892776 0.00522016264731064 10 39 0 1
9 0.00616296123480424 0.0177609952515922 10 34 0 1
10 0.0366360850632191 0.0470406981534325 10 29 0 1
11 0.0498081122641452 0.0497988953604363 10 32 0 1
12 0.0428681681398302 0.0471872304100543 10 28 0 1
13 0.0462336069671437 0.00406348154647276 10 33 0 1
14 0.0342262177960947 0.00349544879281893 10 29 0 1
15 0.0373894681222737 0.0476662332424894 10 36 0 1
16 0.011006849759724 0.0455449752160348 10 38 0 1
17 0.00169371532974765 0.0198430469376035 10 46 0 1
18 0.0175706356880255 0.0105168378562666 10 28 0 1
19 0.0265711950720288 0.0477716268971562 10 38 0 1
20 0.0214464313001372 0.0059696980053559 10 35 0 1
21 0.00150219927309081 0.0352754831663333 10 28 0 1
22 0.0291399559006095 0.0202075911103748 10 30 0 1
23 0.0364176910719834 0.0290812170947902 10 24 0 1
24 0.00733440684853122 0.00022360379807651 10 32 0 1
25 0.00146155931288376 0.0112514886306599 10 37 0 1
26 0.0418314361828379 0.0360919722588733 10 33 0 1
27 0.000804002047516406 0.0190746497712098 10 29 0 1
28 0.00518784776795655 0.0447375933174044 10 41 0 1
29 0.0144457500544377 0.00365034003043547 10 23 0 1
30 0.0169079821091145 0.0466376061900519 10 36 0 1
1 0.0180515794199891 0.0207028857897967 11 26 0 1
2 0.0264875606168062 0.0452752579934895 11 38 0 1
3 0.0211302131181583 0.0133699430967681 11 41 0 1
4 0.0471414358820766 0.0246531637501903 11 40 0 1
5 0.0212864422122948 0.0428888065041974 11 34 0 1
6 0.0278935593320057 0.0161480703391135 11 34 0 1
7 0.0370692563708872 0.00931552062975243 11 24 0 1
8 0.0189374983892776 0.00522016264731064 11 36 0 1
9 0.00616296123480424 0.0177609952515922 11 33 0 1
10 0.0366360850632191 0.0470406981534325 11 33 0 1
11 0.0498081122641452 0.0497988953604363 11 37 0 1
12 0.0428681681398302 0.0471872304100543 11 20 0 1
13 0.0462336069671437 0.00406348154647276 11 29 0 1
14 0.0342262177960947 0.00349544879281893 11 30 0 1
15 0.0373894681222737 0.0476662332424894 11 30 0 1
16 0.011006849759724 0.0455449752160348 11 24 0 1
17 0.00169371532974765 0.0198430469376035 11 37 0 1
18 0.0175706356880255 0.0105168378562666 11 38 0 1
19 0.0265711950720288 0.0477716268971562 11 29 0 1
20 0.0214464313001372 0.0059696980053559 11 34 0 1
21 0.00150219927309081 0.0352754831663333 11 36 0 1
22 0.0291399559006095 0.0202075911103748 11 40 0 1
23 0.0364176910719834 0.0290812170947902 11 42 0 1
24 0.00733440684853122 0.00022360379807651 11 29 0 1
25 0.00146155931288376 0.0112514886306599 11 29 0 1
26 0.0418314361828379 0.0360919722588733 11 35 0 1
27 0.000804002047516406 0.0190746497712098 11 35 0 1
28 0.00518784776795655 0.0447375933174044 11 37 0 1
29 0.0144457500544377 0.00365034003043547 11 43 0 1
30 0.0169079821091145 0.0466376061900519 11 27 0 1
1 0.0180515794199891 0.0207028857897967 12 32 0 1
2 0.0264875606168062 0.0452752579934895 12 31 0 1
3 0.0211302131181583 0.0133699430967681 12 43 0 1
4 0.0471414358820766 0.0246531637501903 12 43 0 1
5 0.0212864422122948 0.0428888065041974 12 25 0 1
6 0.0278935593320057 0.0161480703391135 12 39 0 1
7 0.0370692563708872 0.00931552062975243 12 34 0 1
8 0.0189374983892776 0.00522016264731064 12 35 0 1
9 0.00616296123480424 0.0177609952515922 12 25 0 1
10 0.0366360850632191 0.0470406981534325 12 34 0 1
11 0.0498081122641452 0.0497988953604363 12 28 0 1
12 0.0428681681398302 0.0471872304100543 12 37 0 1
13 0.0462336069671437 0.00406348154647276 12 27 0 1
14 0.0342262177960947 0.00349544879281893 12 33 0 1
15 0.0373894681222737 0.0476662332424894 12 46 0 1
16 0.011006849759724 0.0455449752160348 12 20 0 1
17 0.00169371532974765 0.0198430469376035 12 39 0 1
18 0.0175706356880255 0.0105168378562666 12 17 0 1
19 0.0265711950720288 0.0477716268971562 12 38 0 1
20 0.0214464313001372 0.0059696980053559 12 37 0 1
21 0.00150219927309081 0.0352754831663333 12 35 0 1
22 0.0291399559006095 0.0202075911103748 12 37 0 1
23 0.0364176910719834 0.0290812170947902 12 29 0 1
24 0.00733440684853122 0.00022360379807651 12 29 0 1
25 0.00146155931288376 0.0112514886306599 12 33 0 1
26 0.0418314361828379 0.0360919722588733 12 28 0 1
27 0.000804002047516406 0.0190746497712098 12 34 0 1
28 0.00518784776795655 0.0447375933174044 12 32 0 1
29 0.0144457500544377 0.00365034003043547 12 40 0 1
30 0.0169079821091145 0.0466376061900519 12 40 0 1
1 0.0180515794199891 0.0207028857897967 13 32 0 1
2 0.0264875606168062 0.0452752579934895 13 25 0 1
3 0.0211302131181583 0.0133699430967681 13 36 0 1
4 0.0471414358820766 0.0246531637501903 13 35 0 1
5 0.0212864422122948 0.0428888065041974 13 31 0 1
6 0.0278935593320057 0.0161480703391135 13 22 0 1
7 0.0370692563708872 0.00931552062975243 13 32 0 1
8 0.0189374983892776 0.00522016264731064 13 30 0 1
9 0.00616296123480424 0.0177609952515922 13 30 0 1
10 0.0366360850632191 0.0470406981534325 13 37 0 1
11 0.0498081122641452 0.0497988953604363 13 34 0 1
12 0.0428681681398302 0.0471872304100543 13 37 0 1
13 0.0462336069671437 0.00406348154647276 13 26 0 1
14 0.0342262177960947 0.00349544879281893 13 33 0 1
15 0.0373894681222737 0.0476662332424894 13 33 0 1
16 0.011006849759724 0.0455449752160348 13 45 0 1
17 0.00169371532974765 0.0198430469376035 13 34 0 1
18 0.0175706356880255 0.0105168378562666 13 36 0 1
19 0.0265711950720288 0.0477716268971562 13 32 0 1
20 0.0214464313001372 0.0059696980053559 13 34 0 1
21 0.00150219927309081 0.0352754831663333 13 38 0 1
22 0.0291399559006095 0.0202075911103748 13 24 0 1
23 0.0364176910719834 0.0290812170947902 13 36 0 1
24 0.00733440684853122 0.00022360379807651 13 30 0 1
25 0.00146155931288376 0.0112514886306599 13 37 0 1
26 0.0418314361828379 0.0360919722588733 13 43 0 1
27 0.000804002047516406 0.0190746497712098 13 34 0 1
28 0.00518784776795655 0.0447375933174044 13 32 0 1
29 0.0144457500544377 0.00365034003043547 13 26 0 1
30 0.0169079821091145 0.0466376061900519 13 46 0 1
1 0.0180515794199891 0.0207028857897967 14 39 0 1
2 0.0264875606168062 0.0452752579934895 14 28 0 1
3 0.0211302131181583 0.0133699430967681 14 39 0 1
4 0.0471414358820766 0.0246531637501903 14 28 0 1
5 0.0212864422122948 0.0428888065041974 14 25 0 1
6 0.0278935593320057 0.0161480703391135 14 25 0 1
7 0.0370692563708872 0.00931552062975243 14 27 0 1
8 0.0189374983892776 0.00522016264731064 14 32 0 1
9 0.00616296123480424 0.0177609952515922 14 36 0 1
10 0.0366360850632191 0.0470406981534325 14 35 0 1
11 0.0498081122641452 0.0497988953604363 14 37 0 1
12 0.0428681681398302 0.0471872304100543 14 36 0 1
13 0.0462336069671437 0.00406348154647276 14 34 0 1
14 0.0342262177960947 0.00349544879281893 14 42 0 1
15 0.0373894681222737 0.0476662332424894 14 29 0 1
16 0.011006849759724 0.0455449752160348 14 34 0 1
17 0.00169371532974765 0.0198430469376035 14 24 0 1
18 0.0175706356880255 0.0105168378562666 14 32 0 1
19 0.0265711950720288 0.0477716268971562 14 44 0 1
20 0.0214464313001372 0.0059696980053559 14 36 0 1
21 0.00150219927309081 0.0352754831663333 14 37 0 1
22 0.0291399559006095 0.0202075911103748 14 34 0 1
23 0.0364176910719834 0.0290812170947902 14 35 0 1
24 0.00733440684853122 0.00022360379807651 14 31 0 1
25 0.00146155931288376 0.0112514886306599 14 29 0 1
26 0.0418314361828379 0.0360919722588733 14 35 0 1
27 0.000804002047516406 0.0190746497712098 14 32 0 1
28 0.00518784776795655 0.0447375933174044 14 39 0 1
29 0.0144457500544377 0.00365034003043547 14 29 0 1
30 0.0169079821091145 0.0466376061900519 14 37 0 1
1 0.0180515794199891 0.0207028857897967 15 30 0 1
2 0.0264875606168062 0.0452752579934895 15 39 0 1
3 0.0211302131181583 0.0133699430967681 15 29 0 1
4 0.0471414358820766 0.0246531637501903 15 27 0 1
5 0.0212864422122948 0.0428888065041974 15 28 0 1
6 0.0278935593320057 0.0161480703391135 15 33 0 1
7 0.0370692563708872 0.00931552062975243 15 38 0 1
8 0.0189374983892776 0.00522016264731064 15 41 0 1
9 0.00616296123480424 0.0177609952515922 15 34 0 1
10 0.0366360850632191 0.0470406981534325 15 33 0 1
11 0.0498081122641452 0.0497988953604363 15 34 0 1
12 0.0428681681398302 0.0471872304100543 15 21 0 1
13 0.0462336069671437 0.00406348154647276 15 31 0 1
14 0.0342262177960947 0.00349544879281893 15 29 0 1
15 0.0373894681222737 0.0476662332424894 15 30 0 1
16 0.011006849759724 0.0455449752160348 15 34 0 1
17 0.00169371532974765 0.0198430469376035 15 21 0 1
18 0.0175706356880255 0.0105168378562666 15 39 0 1
19 0.0265711950720288 0.0477716268971562 15 42 0 1
20 0.0214464313001372 0.0059696980053559 15 30 0 1
21 0.00150219927309081 0.0352754831663333 15 26 0 1
22 0.0291399559006095 0.0202075911103748 15 40 0 1
23 0.0364176910719834 0.0290812170947902 15 30 0 1
24 0.00733440684853122 0.00022360379807651 15 42 0 1
25 0.00146155931288376 0.0112514886306599 15 37 0 1
26 0.0418314361828379 0.0360919722588733 15 37 0 1
27 0.000804002047516406 0.0190746497712098 15 39 0 1
28 0.00518784776795655 0.0447375933174044 15 36 0 1
29 0.0144457500544377 0.00365034003043547 15 44 0 1
30 0.0169079821091145 0.0466376061900519 15 26 0 1
1 0.0180515794199891 0.0207028857897967 16 25 0 1
2 0.0264875606168062 0.0452752579934895 16 29 0 1
3 0.0211302131181583 0.0133699430967681 16 30 0 1
4 0.0471414358820766 0.0246531637501903 16 23 0 1
5 0.0212864422122948 0.0428888065041974 16 29 0 1
6 0.0278935593320057 0.0161480703391135 16 40 0 1
7 0.0370692563708872 0.00931552062975243 16 29 0 1
8 0.0189374983892776 0.00522016264731064 16 38 0 1
9 0.00616296123480424 0.0177609952515922 16 33 0 1
10 0.0366360850632191 0.0470406981534325 16 29 0 1
11 0.0498081122641452 0.0497988953604363 16 27 0 1
12 0.0428681681398302 0.0471872304100543 16 38 0 1
13 0.0462336069671437 0.00406348154647276 16 35 0 1
14 0.0342262177960947 0.00349544879281893 16 36 0 1
15 0.0373894681222737 0.0476662332424894 16 39 0 1
16 0.011006849759724 0.0455449752160348 16 38 0 1
17 0.00169371532974765 0.0198430469376035 16 38 0 1
18 0.0175706356880255 0.0105168378562666 16 51 0 1
19 0.0265711950720288 0.0477716268971562 16 27 0 1
20 0.0214464313001372 0.0059696980053559 16 34 0 1
21 0.00150219927309081 0.0352754831663333 16 26 0 1
22 0.0291399559006095 0.0202075911103748 16 31 0 1
23 0.0364176910719834 0.0290812170947902 16 33 0 1
24 0.00733440684853122 0.00022360379807651 16 35 0 1
25 0.00146155931288376 0.0112514886306599 16 40 0 1
26 0.0418314361828379 0.0360919722588733 16 39 0 1
27 0.000804002047516406 0.0190746497712098 16 36 0 1
28 0.00518784776795655 0.0447375933174044 16 28 0 1
29 0.0144457500544377 0.00365034003043547 16 30 0 1
30 0.0169079821091145 0.0466376061900519 16 34 0 1
1 0.0180515794199891 0.0207028857897967 17 39 0 1
2 0.0264875606168062 0.0452752579934895 17 28 0 1
3 0.0211302131181583 0.0133699430967681 17 42 0 1
4 0.0471414358820766 0.0246531637501903 17 38 0 1
5 0.0212864422122948 0.0428888065041974 17 32 0 1
6 0.0278935593320057 0.0161480703391135 17 29 0 1
7 0.0370692563708872 0.00931552062975243 17 29 0 1
8 0.0189374983892776 0.00522016264731064 17 38 0 1
9 0.00616296123480424 0.0177609952515922 17 32 0 1
10 0.0366360850632191 0.0470406981534325 17 33 0 1
11 0.0498081122641452 0.0497988953604363 17 28 0 1
12 0.0428681681398302 0.0471872304100543 17 31 0 1
13 0.0462336069671437 0.00406348154647276 17 35 0 1
14 0.0342262177960947 0.00349544879281893 17 31 0 1
15 0.0373894681222737 0.0476662332424894 17 29 0 1
16 0.011006849759724 0.0455449752160348 17 30 0 1
17 0.00169371532974765 0.0198430469376035 17 24 0 1
18 0.0175706356880255 0.0105168378562666 17 22 0 1
